Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,TotalIncome,LoanIncomeRatio,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
1,1,0,1,0,159000.0,30.0,1.0,0,4316.0,36.83966635773864,1,0,0
1,1,1,0,0,111000.0,15.0,1.0,1,5039.0,22.02818019448303,0,0,1
1,1,2,1,0,120000.0,30.0,1.0,1,3717.0,32.28410008071025,0,1,0
1,1,0,1,0,88000.0,30.0,1.0,1,4192.0,20.99236641221374,0,0,1
0,0,1,1,0,112000.0,30.0,1.0,1,3541.0,31.62948319683705,0,1,0
1,1,1,1,1,155000.0,30.0,1.0,0,10000.0,15.5,1,0,0
1,1,0,1,0,115000.0,30.0,1.0,1,4567.0,25.180643748631486,0,1,0
1,1,3,1,0,124000.0,30.0,1.0,1,4531.0,27.367027146325313,0,1,0
1,1,2,0,0,128000.0,30.0,1.0,1,5191.0,24.658062030437296,1,0,0
0,0,0,1,0,132000.0,30.0,1.0,1,6151.0,21.459925215412127,1,0,0
1,1,3,1,0,261500.0,30.0,1.0,1,10171.25,25.709721027405678,1,0,0
1,1,1,1,1,261500.0,30.0,0.0,0,13649.0,19.158912740860135,1,0,0
1,0,0,1,0,130000.0,30.0,0.0,1,4917.0,26.438885499288183,1,0,0
1,1,0,1,1,184000.0,30.0,1.0,1,7978.0,23.063424417147154,0,1,0
0,1,0,1,0,110000.0,30.0,1.0,0,6784.0,16.214622641509433,0,0,1
0,0,0,1,0,67000.0,30.0,1.0,1,2500.0,26.8,0,0,1
1,0,1,1,0,117000.0,30.0,1.0,1,6177.0,18.94123360854784,0,0,1
1,0,0,1,0,98000.0,30.0,1.0,1,2935.0,33.3901192504259,0,1,0
1,0,0,1,0,71000.0,30.0,1.0,1,2833.0,25.061771973173315,0,0,1
1,1,0,1,0,261500.0,15.0,1.0,1,10171.25,25.709721027405678,0,0,1
1,1,1,1,1,182000.0,15.0,1.0,1,11666.0,15.600891479513114,0,0,1
1,1,0,1,1,70000.0,30.0,1.0,1,9993.0,7.004903432402682,0,1,0
1,1,1,1,0,160000.0,30.0,1.0,1,5938.0,26.94509936005389,1,0,0
1,1,2,1,1,176000.0,30.0,1.0,1,7100.0,24.788732394366196,1,0,0
0,0,3,0,0,128000.0,30.0,0.0,0,1830.0,69.94535519125684,0,0,1
0,0,0,1,0,71000.0,30.0,1.0,1,4160.0,17.067307692307693,0,1,0
1,1,3,0,0,173000.0,30.0,1.0,0,4234.0,40.859707132735004,1,0,0
0,0,0,1,0,46000.0,30.0,1.0,0,2378.0,19.343986543313708,1,0,0
1,1,1,0,0,158000.0,30.0,1.0,1,5783.0,27.3214594501124,0,0,1
1,1,3,0,0,74000.0,30.0,1.0,1,3173.0,23.321777497636305,0,1,0
1,1,2,1,0,125000.0,30.0,1.0,1,4913.0,25.4427030327702,1,0,0
1,1,0,1,0,160000.0,30.0,1.0,1,4957.0,32.27758725035304,0,1,0
1,1,0,0,0,152000.0,30.0,0.0,0,6753.0,22.50851473419221,1,0,0
1,1,2,0,0,126000.0,30.0,1.0,1,5251.0,23.995429442011044,0,0,1
1,1,0,1,0,259000.0,30.0,1.0,1,10916.0,23.72663979479663,0,1,0
1,1,0,1,0,187000.0,30.0,1.0,1,8368.125,22.34670251699156,1,0,0
1,1,0,1,0,228000.0,30.0,1.0,1,9083.0,25.101838599581637,0,1,0
1,0,0,1,0,261500.0,30.0,1.0,0,12917.0,20.244638848029727,1,0,0
1,1,3,1,0,95000.0,30.0,1.0,1,4749.0,20.00421141292904,1,0,0
0,1,0,1,1,105000.0,30.0,0.0,0,5500.0,19.09090909090909,1,0,0
0,1,0,1,0,130000.0,30.0,1.0,1,2928.0,44.39890710382514,0,1,0
0,0,0,1,0,116000.0,15.0,1.0,1,3813.0,30.42223970626803,0,0,1
1,1,2,1,0,165000.0,30.0,1.0,1,11500.0,14.347826086956522,1,0,0
1,1,1,1,0,67000.0,30.0,1.0,0,3875.0,17.29032258064516,0,0,1
1,1,0,0,0,100000.0,40.0,0.0,0,4666.0,21.43163309044149,0,0,1
1,1,3,1,0,200000.0,30.0,1.0,1,8334.0,23.99808015358771,0,1,0
0,0,1,1,0,81000.0,30.0,1.0,0,4723.0,17.150116451408003,0,1,0
1,1,2,1,0,236000.0,30.0,1.0,1,8667.0,27.229721933771778,0,1,0
1,1,0,1,0,130000.0,30.0,1.0,1,7083.0,18.353804884935762,0,0,1
1,1,0,1,0,95000.0,25.0,1.0,1,6046.0,15.7128680119087,0,0,1
1,0,0,1,1,141000.0,30.0,1.0,1,6822.0,20.668425681618295,1,0,0
1,0,0,0,0,133000.0,30.0,1.0,0,6216.0,21.396396396396398,1,0,0
1,0,0,1,0,96000.0,40.0,1.0,0,2500.0,38.4,0,1,0
1,0,0,1,0,124000.0,30.0,0.0,0,5124.0,24.19984387197502,1,0,0
1,1,1,1,0,175000.0,30.0,1.0,1,6325.0,27.66798418972332,0,1,0
1,1,0,1,0,261500.0,30.0,1.0,0,15437.25,16.9395455796855,1,0,0
0,0,0,1,1,55000.0,30.0,1.0,1,10171.25,5.40739830404326,0,1,0
1,1,2,1,0,155000.0,30.0,1.0,1,5185.0,29.893924783027966,0,1,0
1,1,2,1,1,261500.0,25.0,1.0,1,15066.125,17.356818690937452,1,0,0
1,0,1,1,0,111000.0,15.0,0.0,0,5049.0,21.984551396316103,0,0,1
0,0,0,1,0,110000.0,30.0,1.0,1,4223.0,26.04783329386692,0,0,1
1,1,0,1,0,120000.0,15.0,1.0,1,5740.0,20.905923344947734,0,0,1
1,1,3,1,0,130000.0,30.0,1.0,1,13746.0,9.457296668121636,1,0,0
1,1,0,1,0,130000.0,30.0,1.0,1,4310.0,30.162412993039442,0,1,0
1,0,0,1,0,71000.0,40.0,1.0,0,3069.0,23.134571521668295,0,0,1
1,1,2,1,0,130000.0,30.0,1.0,1,5391.0,24.114264514932295,0,0,1
1,1,0,1,0,128000.0,30.0,1.0,1,5833.0,21.944111092062403,0,1,0
1,0,0,1,0,261500.0,30.0,1.0,1,10173.0,25.7052983387398,0,1,0
0,0,0,1,0,156000.0,30.0,1.0,1,6000.0,26.0,0,0,1
1,0,0,1,1,128000.0,30.0,1.0,1,7167.0,17.859634435607646,0,0,1
1,1,2,1,0,100000.0,30.0,1.0,0,4566.0,21.901007446342533,0,0,1
1,0,1,1,0,113000.0,15.0,1.0,1,3667.0,30.815380419961823,0,0,1
1,0,0,0,0,132000.0,30.0,1.0,1,3946.0,33.45159655347187,0,1,0
1,1,0,0,0,128000.0,30.0,0.0,0,6146.0,20.826553856166612,0,0,1
1,1,0,1,0,136000.0,30.0,1.0,1,4750.0,28.63157894736842,0,0,1
1,1,0,1,0,125000.0,30.0,1.0,1,5488.0,22.776967930029155,1,0,0
1,0,3,1,0,185000.0,30.0,1.0,1,9167.0,20.18108432420639,1,0,0
1,1,3,1,0,261500.0,30.0,1.0,1,9504.0,27.51473063973064,1,0,0
1,1,0,1,0,120000.0,30.0,1.0,1,4698.0,25.54278416347382,0,0,1
1,1,2,0,0,113000.0,15.0,1.0,1,3618.0,31.232725262576007,0,1,0
1,1,2,1,0,113000.0,30.0,1.0,1,4500.0,25.11111111111111,0,0,1
1,1,2,1,0,135000.0,30.0,1.0,1,3760.0,35.90425531914894,0,1,0
0,0,0,1,0,71000.0,30.0,0.0,0,3180.0,22.32704402515723,0,0,1
1,1,0,1,0,95000.0,30.0,1.0,1,4492.0,21.148708815672308,0,0,1
1,0,0,0,0,109000.0,30.0,1.0,1,5568.0,19.576149425287355,1,0,0
0,0,0,1,0,103000.0,30.0,0.0,0,3300.0,31.21212121212121,0,1,0
1,1,2,0,0,45000.0,15.0,0.0,0,2889.0,15.576323987538942,0,0,1
1,0,0,0,0,65000.0,25.0,1.0,0,2755.0,23.593466424682397,1,0,0
1,0,0,1,0,103000.0,30.0,1.0,1,8243.125,12.495261202517248,0,1,0
0,0,0,0,0,53000.0,30.0,1.0,1,1963.0,26.999490575649517,0,1,0
0,0,0,1,1,194000.0,30.0,1.0,0,7441.0,26.071764547775835,1,0,0
0,0,0,1,0,115000.0,30.0,1.0,1,4547.0,25.29140092368595,0,1,0
1,1,0,0,0,115000.0,30.0,1.0,1,4567.0,25.180643748631486,0,0,1
0,0,0,0,0,66000.0,30.0,1.0,1,2213.0,29.8237686398554,1,0,0
1,1,1,1,0,152000.0,25.0,0.0,0,8300.0,18.313253012048193,0,1,0
1,1,3,1,0,261500.0,30.0,0.0,0,10171.25,25.709721027405678,1,0,0
0,0,1,0,1,62000.0,30.0,1.0,0,3867.0,16.03310059477631,0,1,0
1,1,0,1,0,160000.0,30.0,1.0,1,6256.0,25.575447570332482,0,0,1
1,1,0,0,0,218000.0,30.0,0.0,0,6096.0,35.76115485564304,1,0,0
1,1,0,0,0,110000.0,30.0,1.0,1,4286.0,25.664955669622024,1,0,0
0,1,0,0,0,178000.0,30.0,0.0,0,5386.0,33.04864463423691,0,1,0
0,0,0,1,0,60000.0,30.0,1.0,1,2995.0,20.03338898163606,0,0,1
0,0,1,1,0,160000.0,30.0,1.0,0,2600.0,61.53846153846154,0,0,1
1,1,2,1,1,239000.0,30.0,1.0,0,7343.125,32.54745084688059,0,0,1
1,1,0,1,0,112000.0,30.0,1.0,1,3798.0,29.48920484465508,1,0,0
1,1,0,1,0,138000.0,30.0,1.0,1,4663.0,29.59468153549217,0,1,0
1,1,0,1,0,138000.0,30.0,1.0,1,5829.0,23.674729799279465,1,0,0
0,0,0,0,0,80000.0,30.0,0.0,0,2720.0,29.41176470588235,0,0,1
1,1,0,1,0,100000.0,30.0,1.0,1,3539.0,28.256569652444192,0,0,1
1,1,1,1,0,110000.0,30.0,0.0,0,8917.0,12.33598743972188,0,0,1
1,1,0,1,0,96000.0,30.0,1.0,1,10171.25,9.438367948875507,0,1,0
1,1,0,1,0,121000.0,30.0,1.0,1,6966.0,17.37008326155613,1,0,0
0,0,1,0,0,81000.0,30.0,1.0,0,4606.0,17.585757707338253,1,0,0
1,1,2,1,0,133000.0,30.0,1.0,1,5935.0,22.40943555181129,0,1,0
1,1,0,1,0,87000.0,30.0,1.0,1,2936.12000084,29.630941506174818,1,0,0
1,0,0,0,0,60000.0,15.0,1.0,1,2717.0,22.08317997791682,0,0,1
0,0,1,1,1,150000.0,30.0,1.0,1,8624.0,17.393320964749535,0,1,0
1,0,0,1,0,105000.0,30.0,0.0,0,6500.0,16.153846153846153,1,0,0
1,0,0,1,0,261500.0,30.0,1.0,1,10171.25,25.709721027405678,0,1,0
1,1,0,1,0,143000.0,30.0,1.0,1,4765.0,30.010493179433368,0,1,0
1,0,0,1,0,100000.0,30.0,1.0,1,3750.0,26.666666666666668,0,0,1
0,1,0,1,0,128000.0,20.0,1.0,1,10047.0,12.740121429282373,0,1,0
1,0,0,1,0,50000.0,30.0,1.0,1,3777.0,13.238019592268996,0,1,0
1,1,0,1,0,128000.0,30.0,1.0,1,3338.0,38.34631515877771,0,0,1
1,0,0,1,1,187000.0,30.0,0.0,0,10171.25,18.38515423374708,0,0,1
0,1,0,0,1,138000.0,30.0,1.0,1,7142.0,19.322318678241388,1,0,0
1,0,0,1,0,187000.0,30.0,1.0,1,8724.0,21.435121503897296,0,1,0
1,1,0,1,0,180000.0,30.0,1.0,1,9734.0,18.491884117526197,1,0,0
1,0,3,0,0,148000.0,30.0,1.0,1,6700.0,22.08955223880597,0,1,0
1,0,1,1,0,152000.0,30.0,1.0,1,10171.25,14.944082585719553,0,1,0
1,1,0,1,0,175000.0,25.0,1.0,1,13076.125,13.383169708151307,1,0,0
1,1,1,1,1,130000.0,30.0,1.0,1,4676.0,27.80153977758768,1,0,0
1,1,2,0,0,110000.0,30.0,1.0,1,4652.0,23.6457437661221,1,0,0
1,1,0,1,0,55000.0,30.0,1.0,0,4915.0,11.190233977619531,1,0,0
1,1,2,1,0,150000.0,30.0,0.0,0,5050.0,29.702970297029704,1,0,0
1,0,1,0,1,190000.0,30.0,1.0,0,4311.0,44.07330085826954,0,1,0
1,1,2,0,0,125000.0,30.0,0.0,0,3564.0,35.072951739618404,1,0,0
1,1,2,0,0,60000.0,25.0,1.0,1,3414.0,17.57469244288225,0,0,1
1,1,0,1,0,149000.0,30.0,0.0,0,5681.0,26.22777679985918,1,0,0
1,1,0,1,0,90000.0,15.0,0.0,1,4949.0,18.185492018589613,1,0,0
1,0,0,1,1,84000.0,30.0,1.0,1,7085.0,11.856033874382499,0,1,0
1,1,2,1,0,96000.0,30.0,1.0,1,3859.0,24.876911116869657,0,1,0
1,1,0,1,0,118000.0,30.0,1.0,1,4301.0,27.435480120902117,0,0,1
1,1,0,1,0,173000.0,30.0,1.0,0,6277.0,27.560936753226063,0,0,1
1,0,2,1,0,136000.0,30.0,1.0,1,4354.0,31.23564538355535,1,0,0
1,1,0,1,0,160000.0,30.0,1.0,0,8334.0,19.19846412287017,0,1,0
1,1,0,1,1,160000.0,30.0,1.0,1,6166.0,25.948751216347713,0,1,0
1,1,3,1,0,128000.0,15.0,1.0,1,7740.0,16.537467700258397,0,0,1
1,1,0,1,0,153000.0,30.0,1.0,1,5203.0,29.40611185854315,1,0,0
0,0,1,0,0,132000.0,30.0,1.0,1,5191.0,25.42862646888846,0,1,0
1,0,0,1,0,98000.0,30.0,0.0,0,4166.0,23.523763802208354,0,1,0
1,0,0,1,0,140000.0,30.0,1.0,1,6000.0,23.333333333333332,1,0,0
1,1,3,0,0,70000.0,15.0,0.0,0,4611.0,15.181088700932552,0,0,1
1,1,0,1,0,110000.0,30.0,1.0,1,10171.25,10.81479660808652,0,1,0
0,1,2,0,0,98000.0,30.0,1.0,1,3127.0,31.33994243684042,0,1,0
1,1,0,1,0,110000.0,30.0,1.0,0,6784.0,16.214622641509433,0,0,1
1,1,1,1,1,162000.0,30.0,1.0,1,5529.0,29.30005425935974,0,1,0
1,1,1,0,0,113000.0,15.0,0.0,0,4153.0,27.209246327955693,1,0,0
1,1,3,1,0,100000.0,30.0,1.0,1,4691.0,21.317416329140908,0,1,0
0,0,0,1,1,93000.0,30.0,1.0,1,2500.0,37.2,0,0,1
1,0,2,1,0,162000.0,30.0,1.0,1,10180.0,15.913555992141454,1,0,0
1,1,2,1,1,150000.0,30.0,1.0,1,11185.25,13.410518316532935,1,0,0
1,1,2,1,0,230000.0,25.0,1.0,1,8450.0,27.218934911242602,0,1,0
1,1,2,1,0,132000.0,30.0,0.0,0,4745.0,27.818756585879875,0,1,0
1,1,1,1,1,86000.0,30.0,1.0,1,12421.25,6.92361879843011,0,1,0
1,1,2,1,0,128000.0,30.0,1.0,0,4550.0,28.13186813186813,0,0,1
0,0,0,0,0,154000.0,30.0,1.0,1,4350.0,35.40229885057471,1,0,0
1,1,3,0,0,113000.0,30.0,1.0,1,3095.0,36.51050080775444,1,0,0
1,1,0,1,0,128000.0,30.0,1.0,1,5233.0,24.460156697878844,0,1,0
1,1,0,1,0,234000.0,30.0,1.0,1,10171.25,23.006021875384047,0,1,0
1,1,2,1,0,246000.0,30.0,1.0,1,8333.0,29.52118084723389,0,1,0
1,1,1,0,0,131000.0,30.0,1.0,1,4394.0,29.813381884387802,1,0,0
1,0,2,1,0,80000.0,30.0,0.0,0,3547.0,22.554271215111363,1,0,0
1,1,1,1,0,261500.0,30.0,1.0,0,10171.25,25.709721027405678,0,0,1
1,1,2,1,1,160000.0,30.0,1.0,1,6666.0,24.002400240024002,0,1,0
1,0,0,1,0,75000.0,30.0,1.0,0,2435.0,30.80082135523614,0,0,1
1,0,0,0,0,96000.0,30.0,1.0,1,5484.0,17.505470459518598,0,1,0
1,1,1,0,0,186000.0,30.0,1.0,1,6464.0,28.774752475247524,0,0,1
1,0,0,0,0,110000.0,30.0,1.0,1,3691.0,29.802221620157137,1,0,0
0,0,0,0,1,225000.0,30.0,1.0,1,10171.25,22.12117488017697,0,1,0
1,1,0,1,0,119000.0,30.0,0.0,0,5754.0,20.68126520681265,1,0,0
0,1,1,1,0,105000.0,7.0,1.0,1,4239.0,24.769992922859164,0,1,0
1,1,0,0,0,107000.0,30.0,1.0,1,4300.0,24.88372093023256,1,0,0
1,1,0,1,0,111000.0,1.0,1.0,1,7482.0,14.83560545308741,0,0,1
1,1,1,1,1,95000.0,30.0,1.0,1,2895.0,32.81519861830743,0,1,0
1,0,0,1,0,209000.0,30.0,0.0,0,10699.0,19.534535937938124,1,0,0
0,0,0,1,0,113000.0,40.0,1.0,1,4328.0,26.109057301293902,1,0,0
0,0,0,1,0,100000.0,30.0,1.0,1,3159.0,31.655587211142766,0,1,0
1,1,2,1,0,208000.0,30.0,1.0,1,10489.0,19.83029840785585,0,1,0
1,1,1,0,0,138000.0,30.0,1.0,0,9352.0,14.756201881950386,1,0,0
1,1,0,0,0,124000.0,25.0,1.0,1,5297.0,23.4094770624882,0,1,0
1,1,2,1,0,243000.0,30.0,1.0,1,7926.0,30.658591975775927,1,0,0
1,1,0,1,0,261500.0,30.0,1.0,1,15914.375,16.431685190276088,0,0,1
1,0,0,1,0,96000.0,30.0,1.0,0,3583.0,26.793190064192018,0,0,1
1,1,0,1,1,188000.0,30.0,1.0,1,5492.0,34.23160961398398,0,0,1
0,0,1,1,0,40000.0,30.0,1.0,1,10171.25,3.9326533120314613,0,0,1
1,0,0,0,0,100000.0,30.0,1.0,0,4885.0,20.470829068577277,1,0,0
1,1,1,1,0,250000.0,30.0,1.0,1,8069.0,30.982773577890693,0,1,0
1,1,2,1,0,148000.0,30.0,1.0,1,5318.0,27.830011282437006,0,0,1
1,1,0,1,0,70000.0,15.0,1.0,0,7873.125,8.891005795030562,0,1,0
1,0,0,1,0,261500.0,30.0,1.0,0,9481.0,27.58147874696762,1,0,0
1,1,3,1,0,150000.0,30.0,1.0,1,6894.0,21.75805047867711,1,0,0
0,1,2,1,0,113000.0,40.0,1.0,1,3663.0,30.84903084903085,0,1,0
1,1,0,0,0,123000.0,30.0,0.0,0,4874.0,25.235945835043086,0,1,0
1,0,0,1,0,185000.0,30.0,1.0,0,6598.0,28.03879963625341,0,1,0
0,0,0,0,0,95000.0,30.0,1.0,0,3400.0,27.941176470588236,1,0,0
1,1,2,0,0,45000.0,30.0,1.0,1,3934.0,11.438739196746313,0,1,0
1,0,0,1,0,55000.0,30.0,1.0,1,2500.0,22.0,0,1,0
1,1,3,1,1,100000.0,30.0,1.0,1,7101.0,14.08252358822701,1,0,0
1,1,2,1,1,261500.0,30.0,1.0,1,13691.125,19.09996439299181,1,0,0
1,0,0,1,0,128000.0,30.0,1.0,0,6767.0,18.91532436825772,0,1,0
1,1,2,1,1,261500.0,30.0,1.0,1,10171.25,25.709721027405678,1,0,0
1,1,0,1,0,110000.0,30.0,1.0,1,3775.0,29.13907284768212,0,1,0
1,1,1,0,0,161000.0,30.0,0.0,1,6715.0,23.976172747580044,0,1,0
1,0,1,0,0,94000.0,30.0,1.0,1,3981.0,23.61215774930922,0,1,0
1,0,0,0,0,130000.0,30.0,1.0,1,6783.0,19.165560961226596,0,1,0
1,1,0,1,0,216000.0,30.0,1.0,1,6525.0,33.10344827586207,1,0,0
1,1,3,1,0,100000.0,30.0,1.0,1,4281.0,23.3590282644242,0,0,1
1,0,2,1,0,110000.0,30.0,0.0,0,3588.0,30.657748049052397,1,0,0
1,0,1,1,0,196000.0,30.0,1.0,0,10171.25,19.27000122895416,0,1,0
0,0,0,0,1,125000.0,30.0,1.0,1,10171.25,12.289541600098316,0,0,1
1,0,0,0,0,126000.0,30.0,1.0,1,4592.0,27.4390243902439,1,0,0
1,1,0,1,0,261500.0,30.0,1.0,1,10039.0,26.048411196334296,0,0,1
1,0,2,1,0,107000.0,30.0,1.0,1,3617.0,29.58252695604092,0,1,0
1,1,0,0,0,66000.0,30.0,1.0,0,3453.0,19.113814074717638,1,0,0
1,1,3,1,0,157000.0,15.0,1.0,1,6417.0,24.46626149290946,1,0,0
0,1,1,1,0,140000.0,15.0,1.0,1,7453.0,18.784382128002147,0,1,0
0,0,0,1,0,99000.0,30.0,0.0,0,2138.0,46.30495790458372,0,1,0
0,0,1,1,0,95000.0,30.0,1.0,1,3652.0,26.013143483023,0,1,0
1,1,1,0,0,128000.0,30.0,1.0,1,4763.0,26.873819021625025,0,0,1
0,1,0,0,0,102000.0,30.0,1.0,1,3680.0,27.717391304347824,0,1,0
1,1,0,1,0,155000.0,30.0,1.0,1,4718.0,32.852903772785076,1,0,0
1,0,0,0,0,80000.0,3.0,1.0,0,3358.0,23.823704586063133,0,1,0
1,0,0,1,0,145000.0,30.0,1.0,1,4309.0,33.65049895567417,1,0,0
0,0,0,1,0,103000.0,30.0,0.0,0,5000.0,20.6,0,1,0
1,1,0,1,0,110000.0,30.0,1.0,1,4801.0,22.911893355550927,1,0,0
1,1,2,1,1,128000.0,30.0,0.0,0,6633.0,19.29745213327303,1,0,0
1,1,1,0,0,128000.0,30.0,1.0,1,4867.0,26.299568522703925,1,0,0
1,1,1,1,0,158000.0,30.0,1.0,1,6583.0,24.001215251405135,0,0,1
1,1,0,0,0,181000.0,30.0,0.0,0,4787.0,37.81073741382912,0,0,1
1,1,0,1,0,132000.0,15.0,0.0,0,7859.0,16.79603002926581,1,0,0
1,1,1,1,0,26000.0,30.0,1.0,1,6500.0,4.0,0,1,0
0,0,0,1,0,84000.0,30.0,1.0,1,4292.0,19.571295433364398,0,0,1
1,1,3,1,1,260000.0,30.0,1.0,1,10139.0,25.64355459118256,0,1,0
1,1,0,1,0,162000.0,30.0,1.0,1,6556.0,24.71018913971934,0,1,0
0,1,0,1,0,182000.0,30.0,1.0,1,6486.0,28.060437866173295,0,1,0
1,1,2,0,0,108000.0,30.0,1.0,1,3917.0,27.572121521572633,0,1,0
0,1,1,1,1,261500.0,30.0,1.0,1,10171.25,25.709721027405678,0,1,0
1,1,0,1,0,211000.0,30.0,1.0,1,7977.0,26.45104675943337,1,0,0
1,0,0,0,1,132000.0,30.0,1.0,1,5800.0,22.75862068965517,0,1,0
1,1,2,1,0,258000.0,30.0,0.0,0,8799.0,29.321513808387316,0,0,1
1,1,0,0,0,120000.0,30.0,1.0,1,4467.0,26.863666890530556,1,0,0
1,0,0,1,0,70000.0,30.0,1.0,1,3333.0,21.002100210021002,0,0,1
1,1,3,1,0,123000.0,30.0,0.0,0,5900.0,20.847457627118644,1,0,0
0,0,0,1,0,9000.0,30.0,1.0,0,2378.0,3.7846930193439867,0,0,1
1,1,0,1,0,104000.0,30.0,0.0,0,5230.0,19.88527724665392,0,0,1
1,1,1,1,0,186000.0,30.0,1.0,1,5167.0,35.99767756918909,0,0,1
1,1,0,1,0,165000.0,30.0,0.0,0,6567.0,25.12562814070352,0,0,1
1,1,2,1,0,261500.0,30.0,1.0,1,10171.25,25.709721027405678,0,0,1
1,1,2,0,0,187000.0,40.0,1.0,0,7750.0,24.129032258064516,0,1,0
1,1,3,1,0,150000.0,30.0,1.0,0,6406.0,23.415547923821418,0,1,0
1,1,2,1,0,108000.0,7.0,1.0,1,3620.0,29.834254143646408,0,0,1
1,1,0,1,0,136000.0,30.0,0.0,0,5297.0,25.674910326599964,0,1,0
1,0,0,1,0,110000.0,30.0,1.0,1,5968.0,18.431635388739945,0,0,1
1,1,1,1,0,107000.0,30.0,1.0,1,4014.0,26.656701544593922,1,0,0
1,0,0,1,0,161000.0,30.0,1.0,1,6099.0,26.397770126250204,0,0,1
1,1,2,1,0,205000.0,30.0,1.0,1,6540.0,31.345565749235472,0,1,0
1,0,0,1,0,90000.0,30.0,1.0,0,7579.125,11.87472168621048,0,0,1
0,1,0,1,0,36000.0,30.0,1.0,1,3166.0,11.37081490840177,0,1,0
1,1,1,1,0,61000.0,30.0,1.0,0,1880.0,32.4468085106383,1,0,0
1,1,1,1,0,146000.0,30.0,0.0,0,4704.0,31.037414965986393,1,0,0
1,1,1,1,0,172000.0,7.0,1.0,0,7283.0,23.61664149388988,1,0,0
1,1,0,1,0,104000.0,30.0,1.0,1,3819.0,27.232259753862266,0,0,1
0,0,0,0,0,70000.0,30.0,1.0,1,2165.0,32.33256351039261,0,1,0
1,0,0,1,0,94000.0,30.0,1.0,1,4750.0,19.789473684210527,0,1,0
1,1,2,1,1,106000.0,30.0,0.0,0,2726.0,38.88481291269259,0,1,0
1,1,0,1,0,56000.0,15.0,1.0,1,6416.0,8.728179551122194,0,1,0
1,1,2,1,1,205000.0,20.0,1.0,0,6000.0,34.166666666666664,0,1,0
1,0,3,1,1,261500.0,30.0,1.0,1,9357.0,27.94699155712301,0,1,0
1,1,0,1,0,142000.0,15.0,1.0,1,7159.0,19.835172510127112,1,0,0
1,1,0,1,1,260000.0,30.0,1.0,1,10171.25,25.562246528204497,0,0,1
1,0,0,0,0,110000.0,30.0,1.0,1,3833.0,28.69814766501435,1,0,0
1,1,2,0,1,187000.0,30.0,1.0,0,7383.0,25.328457266693757,1,0,0
1,0,0,1,0,88000.0,30.0,0.0,0,2987.0,29.46099765651155,0,1,0
1,1,0,1,1,180000.0,30.0,1.0,1,9963.0,18.066847335140018,1,0,0
1,1,2,1,0,192000.0,30.0,1.0,1,5780.0,33.21799307958477,0,0,1
0,0,3,1,0,261500.0,15.0,1.0,0,6159.125,42.45732957197654,0,0,1
1,1,0,0,0,155000.0,30.0,1.0,1,5686.0,27.259936686598664,1,0,0
1,1,3,1,0,128000.0,30.0,1.0,1,5703.0,22.44432754690514,0,0,1
1,0,0,1,0,172000.0,30.0,1.0,1,7977.0,21.561990723329572,1,0,0
0,1,1,1,0,261500.0,30.0,1.0,1,10171.25,25.709721027405678,0,1,0
1,1,0,0,0,128000.0,15.0,1.0,0,6200.0,20.64516129032258,0,0,1
1,1,1,1,0,173000.0,30.0,1.0,1,5900.0,29.322033898305083,0,1,0
1,1,2,0,0,157000.0,30.0,1.0,1,5398.0,29.084846239347907,1,0,0
1,1,0,1,0,108000.0,30.0,1.0,1,5182.0,20.841373986877652,1,0,0
0,0,0,1,0,71000.0,30.0,1.0,1,2900.0,24.482758620689655,1,0,0
1,1,3,1,0,40000.0,15.0,1.0,1,4106.0,9.74184120798831,1,0,0
1,1,1,1,0,253000.0,30.0,1.0,1,8312.0,30.437921077959576,0,0,1
1,1,2,1,0,187000.0,30.0,1.0,1,7583.0,24.66042463404985,0,0,1
0,0,0,1,1,133000.0,30.0,0.0,0,4583.0,29.02029238490072,0,1,0
